"N/A. Not allowed for MOTO (Internet/Phone) transactions","N/A. Not allowed for MOTO (Internet/Phone) transactions"
"N/A. Not processed","N/A. Not processed"
"N/A. Retry","N/A. Retry"
"N/A. Service not Supported","N/A.服务不支持"
"N/A. Service not available","N/A.服务不存在"
"N/A. Service not supported","N/A.服务不支持"
"N/A. The merchant did not provide AVS information","N/A.商人未提供地址认证信息"
"N/A. The merchant has not implemented CVV2 code handling","N/A. The merchant has not implemented CVV2 code handling"
"N/A. Unavailable","N/A.不存在"
"New Order Status","新订单状态"
"No","不"
"No Details matched","细节不匹配"
"No Details matched. International","细节不匹配.国际的"
"No Liability Shift","No Liability Shift"
"No match","不匹配"
"No shipping method required.","运输方式不是必需."
"None of the address information matched","没有匹配的地址信息"
"Note: %s","注意: %s"
"Notified customer about creditmemo #%s.","提醒客户付款 #%s."
"Notified customer about invoice #%s.","提醒客户发票 #%s."
"Order","订单"
"Page Background Color","页面背景色"
"Page Style","页面样式"
"Part of the address information matched","地址信息部分匹配"
"PayPal","PayPal"
"PayPal Checkout","PayPal付款"
"PayPal Express Checkout Token does not exist.","PayPal快速付款不存在."
"PayPal Express Order Review Form","PayPal快速订单表"
"PayPal IPN postback HTTP error: %s","PayPal IPN返回HTTP错误: %s"
"PayPal IPN postback Validation error: %s","PayPal IPN返回认证错误: %s"
"PayPal Website Payments Pro - Direct Payments","PayPal Website专业付款 – 直接付款"
"PayPal Website Payments Pro - Express Checkout","PayPal Website专业付款 - 快速结账"
"PayPal Website Payments Standard","PayPal Website 标准付款"
"PayPal geteway rejected request. %s","PayPal网关拒绝请求. %s"
"PayPal/Centinel Electronic Commerce Indicator","PayPal/Centinel Electronic Commerce Indicator"
"PayPal/Centinel Visa Payer Authentication Service Result","PayPal/Centinel Visa Payer Authentication Service Result"
"Payer Address ID","付款人地址ID"
"Payer Address Status","付款人地址状态"
"Payer Email","付款人Email"
"Payer Email: %s","付款人Email: %s"
"Payer ID","付款人ID"
"Payer Status","付款人状态"
"Payer is not identified.","付款人身份未确认"
"Payment Action","付款"
"Payment Applicable From","付款适合"
"Payment Method","付款方式"
"Payment Page Style","付款页面风格"
"Payment is being reviewed by PayPal for risk.","付款因风险被Paypal复查."
"Payment was made to an email address that is not yet registered or confirmed.","付款信息发送到未注册或确认的Email地址."
"Pending PayPal","等待PayPal"
"Place an Order","下订单"
"Please contact PayPal Customer Service.","请联系PayPal客服."
"Please select a valid shipping method","请选择正确的配送方式"
"Price","价格"
"Product Name","商品名称"
"Proxy Host","代理服务器"
"Proxy Port","代理服务器端口"
"Qty","数量"
"Requested %s and configured %s merchant emails do not match.","请求的%s and 配置的 %s 邮件不匹配."
"Review Order","查看订单"
"Sale","销售"
"Sandbox Flag","沙盒标记"
"Severe 3D Secure Card Validation","Severe 3D Secure Card Validation"
"Shipping","配送"
"Shipping Address","收货地址"
"Shipping Information","配送信息"
"Shipping Method","配送方式"
"Shortcut","Shortcut"
"Sorry, no quotes are available for this order at this time.","对不起，Sorry,现在没有针对这个订单的报价 no quotes are available for this order at this time."
"Sort Order","排序"
"Static","静态的"
"Submitting order information...","提交订单信息 ..."
"Subtotal","小计"
"Summary Text for Aggregated Cart","所以购物车的文本摘要"
"The background color for the checkout page around the header and payment form.","支付页面头部和付款表格的背景色."
"The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.","支付页面的背景色. Case-insensitive六位字母HTML十六进制的ASCII颜色代码."
"The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.","支付页面左上的图片.最大尺寸750x90像素.鼓励 <strong style=""color:red"">https</strong>."
"Title","标题"
"Transfer Cart Line Items","Transfer Cart Line Items"
"Triggered Fraud Filters","触发的欺骗过滤"
"Unable to calculate cart line item totals.","Unable to calculate cart line item totals."
"Unable to cancel Express Checkout.","快速支付不能取消."
"Unable to communicate with PayPal gateway.","无法与Paypal网关取得通信."
"Unable to initialize Express Checkout review.","无法初始化快速支付检查."
"Unable to initialize Express Checkout.","无法初始化快速支付."
"Unable to place the order.","无法下订单."
"Unable to process Express Checkout approval.","无法进行快速支付验证."
"Unable to start Express Checkout.","无法快速支付."
"Unable to update shipping method.","无法更新运输方式."
"Update Shipping Method","更新运输方式"
"Use Proxy","使用代理"
"Uses Store Frontend Name by default","默认使用商店前台名字"
"Visible on Shopping Cart Page","购物车页面可见"
"Waiting until Customer\'s eCheck will be cleared.","等待客户的eCheck will be cleared."
"Website Payments Pro","网站高级支付"
"Website Payments Standard","网站标准支付"
"Wrong Order ID (%s) specified.","错误的订单ID (%s) specified."
"Wrong PayPal Express Checkout Token specified.","Wrong PayPal Express Checkout Token specified."
"Yes","是"
"Yes. Matched Address and five-didgit ZIP","是. 地址和五位数邮政编码匹配"
"You will be redirected to PayPal in a few seconds.","你将被转向Paypal支付界面."
"You will be redirected to PayPal website when you place an order.","当你下订单后你将被转向Paypal支付界面."
"Your billing address will be ignored and you will be redirected to PayPal website.","你的付款地址将会被忽略,你将被转向Paypal支付界面."
"chargeback reimbursed","退款已还"
"chargeback settled","chargeback settled"
"customer complaint","客户投诉"
"customer triggered a chargeback","客户触发退款"
"customer triggered money-back guarantee","客户触发退款保证"
"merchant refunded payment","商户退款"
"no reason","没有理由"
"reversal of an adjustment","转向调解中心"
"unknown reason","原因不明"
