"Description message","说明信息"
"Discount","优惠"
"Discount (%s)","优惠 (%s)"
"Discount Amount","优惠金额"
"Discounts","共计优惠"
"Display Order ID in Header","在头部显示订单ID"
"Document","文档"
"Edit","修改"
"Edit Gift Messsage","修改礼物留言"
"Edit Order","编辑订单"
"Edit Order #%s","修改订单 %s"
"Email","电子邮件"
"Email Copy of Credit Memo","发送退款记录副本邮件"
"Email Copy of Invoice","发送付款记录电子邮件"
"Email Copy of Shipment","发送配送记录副本邮件"
"Email Order Confirmation","发送订单确认邮件"
"Enable","启用"
"Enabled","已启用"
"Error to show in shopping cart","购物车错误提示"
"Excl. Tax","不含税"
"Failed to send order email.","发送订单邮件通知失败"
"Failed to void the payment.","作废付款失败"
"From","来自"
"From Name","姓名"
"From:","来自："
"G.T. (Base)","下单价"
"G.T. (Purchased)","成交价"
"Get shipping methods and rates","查询配送方式和价格"
"Gift","礼物"
"Gift Message","礼物留言"
"Gift Message for Entire Order","整个订单的礼物留言"
"Gift Message for this Order","该订单的礼物留言"
"Grand Total","总额"
"Grand Total to be charged","应付款总额"
"Guest","访客"
"Hold","锁定"
"Hold action is not available","等待操作不可用"
"Hold order","挂起订单"
"ID","编号"
"If empty, the default description above will be used","为空则使用默认说明信息"
"If empty, the default error above will be used","为空则使用默认提示。"
"If the invoice was created offline, try creating an offline creditmemo.","如果线下开具发票,请尝试在线下付款."
"Incl. Tax","含税"
"Information","信息"
"Invalid block: %s","无效块: %s"
"Invalid carrier specified.","指定承运人无效."
"Invalid draw line data. Please define ""lines"" array","画线数据无效. 请定义 ""lines"" array"
"Invalid item option format","商品选项格式不正确"
"Invalid qty to invoice item ""%s""","发票商品""%s""的数量不正确"
"Invalid qty to refund item ""%s""","退款商品""%s""的数量不正确"
"Invalid qty to ship for item ""%s""","发货商品""%s""的数量不正确"
"Invalid renderer model","错误的 renderer model"
"Invalid request for adding product to quote","添加商品到报价单的请求不正确"
"Invoice","付款记录"
"Invoice #","付款记录编号"
"Invoice # ","付款记录编号"
"Invoice #%s","付款记录编号%s"
"Invoice #%1$s | %2$s | %4$s (%3$s)","付款记录 %1$s | %2$s | %4$s (%3$s)"
"Invoice Comment Email Sender","发票备注邮件的发件人"
"Invoice Comment Email Template","发票备注邮件的模板"
"Invoice Comment Email Template for Guest","访客的发票备注邮件的模版"
"Invoice Comments","付款备注"
"Invoice Date","付款日期"
"Invoice Email Sender","发票邮件的发件人"
"Invoice Email Template","发票邮件的模板"
"Invoice Email Template for Guest","访客的发票邮件的模板"
"Invoice Update","发票更新"
"Invoice Update for Guest","访客的发票更新"
"Invoice and Packing Slip Design","发票和发货单模版"
"Invoice and Ship...","发票和配送"
"Invoice can not be canceled","无法取消发票"
"Invoice can not be captured","无法接收发票"
"Invoice can not be void","无法将发票作废"
"Invoice cancel problem","取消发票出现问题"
"Invoice capture problem","接收发票出现问题"
"Invoice email not sent","发票邮件未发送"
"Invoice email sent","发票邮件已发送"
"Invoice void problem","发票作废出现问题"
"Invoice will be created without communication with payment gateway.","发票将会在没有和网关通信的情况下被创建."
"Invoice...","付款"
"Invoiced","已付款"
"Invoices","付款记录"
"Item","商品"
"Item Status","商品状态"
"Item object is not specified.","未指定商品。"
"Item option with code %s already exist","代码为 %s 的商品选项已存在"
"Item options declare error","声明商品选项出现错误"
"Item ordered qty","订购商品数量"
"Item qty declare error","公布商品数量出现错误"
"Items Invoiced","付款商品"
"Items Ordered","订购商品"
"Items Refunded","退款商品"
"Items Shipped","发货商品"
"Items options declare error.","声明商品选项出现错误。"
"Items to Refund","退款商品"
"Items to Ship","配送商品"
"Last Ordered Items","最后订购商品"
"Last ordered items","最后订购商品"
"Link to the new order","新订单的链接"
"Link to the previous order","历史订单的链接"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo 仅用于 HTML 文档。为空则使用默认logo。<br />(jpeg, gif, png)"
"Logo for HTML print view","HTML 打印视图 Logo"
"Logo for PDF print-outs (200x50)","PDF 输出 Logo (200x50)"
"Maximum shipping amount allowed to refound is: %s","运费能退款的最大金额是: %s"
"Message","内容"
"Message was successfully sent","成功发送短消息"
"Message:","内容："
"Minimum amount","最小金额"
"Minimum order amount","最小订单金额"
"Mixed","混合"
"Move to Shopping Cart","移至购物车"
"Move to Wishlist","移至收藏"
"Multi-address description message","多地址结帐说明信息"
"Multi-address error to show in shopping cart","多地址结帐购物车错误提示"
"My Orders","我的订单"
"My Orders - Details","我的订单 - 详细"
"Name","名字"
"New","新增"
"New Credit Memo","新增退款记录"
"New Credit Memo for Guest","新增访客退款记录"
"New Invoice","新建发票"
"New Invoice and Shipment for Order #%s","订单 #%s 的发票和配送方式"
"New Invoice for Guest","新建访客发票"
"New Invoice for Order #%s","订单 #%s"
"的发票"
"New Order","新订单"
"New Order Confirmation Email Sender","新订单确认邮件的发件人"
"New Order Confirmation Template","新订单确认邮件的模板"
"New Order Confirmation Template for Guest","访客的新订单确认邮件的模版"
"New Order RSS","新订单的RSS"
"New Order for Guest","访客的新订单"
"New Shipment","新配送"
"New Shipment for Guest","访客的新配送"
"New Shipment for Order #%s","订单 #%s产生的新的发货单"
"New Status","新状态"
"Newsletter Subscription","邮件订阅"
"No Items","无商品"
"No Items To Refund","无退款商品"
"No Payment Methods","没有支付方式"
"No detail for number ""%s""","没有编号""%s""的详情"
"No items","无商品"
"No order(s) put on hold","没有订单被挂起"
"No order(s) released from holding status","没有订单改变挂起状态"
"No ordered items","无订购商品"
"No shipping information available","没有有用的配送信息"
"Non-supported Transaction Type ""%s"".","不支持的类型 ""%s""."
"Not Capture","不接收"
"Not Notified","未通知"
"Not enough valid data to save parent transaction ID.","没有足够的认证数据保存parent交易身份."
"Notification Not Applicable","通知书不适用"
"Notified","已通知"
"Notify Customer","通知客户"
"Number","编号"
"Number of Orders","订单编号"
"On Hold","挂起"
"Order","订单"
"Order #","订单号"
"Order # ","订单号"
"Order # %s","订单号 %s"
"Order #: %s","订单号: %s"
"Order #%s","订单号%s"
"Order #%s - %s","订单号%s - %s"
"Order API","订单 API"
"Order Comment","订单备注"
"Order Comment Email Sender","订单备注邮件的发件人"
"Order Comment Email Template","订单备注邮件的模板"
"Order Comment Email Template for Guest","访客订单备注邮件的模板"
"Order Comments","订单备注"
"Order Credit Memos","订单退款记录"
"Order Currency:","订单货币："
"Order # %s %s| Order Date %s","订单号%s %s| 订单日期 %s"
"Order Date","订单日期"
"Order Date (%s)","订单日期 (%s)"
"Order Date: ","订单日期："
"Order Date: %s","订单日期：%s"
"Order Details","订单详情"
"Order Grand Total","订单总价"
"Order History","订单记录"
"Order Information","订单信息"
"Order Invoices","订单付款记录"
"Order Management","订单管理"
"Order Shipments","订单配送记录"
"Order Status","订单状态"
"Order Subtotal","订单小计"
"Order Total","订单总额"
"Order Totals","订单总额"
"Order Update","订单更新"
"Order Update for Guest","访客的订单更新"
"Order View","订单查看"
"Order does not allow to be canceled.","订单不能取消"
"Order does not allow to create an invoice.","订单不允许创建发票"
"Order email has been successfully sent.","订单邮件通知成功发送"
"Order has been successfully created","订单成功创建。"
"Order invoice","订单付款记录"
"Order object is not specified.","未指定订单对象。"
"Order saving error: %s","保存订单出错：%s"
"Order shipments","订单配送记录"
"Order was not cancelled.","订单未取消。"
"Order was not put on hold.","订单未挂起。"
"Order was not unholded.","订单未释放。"
"Order was placed using %s","订单使用%s"
"Order was successfully cancelled.","成功取消订单。"
"Order was successfully put on hold.","成功挂起订单。"
"Order was successfully released from holding status.","成功解除订单锁定状态。"
"Order(s) can not be canceled","订单不能被取消"
"Ordered","已订购"
"Orders","订单"
"Original Price","原价"
"PDF Credit Memos","PDF 退款记录"
"PDF Invoices","PDF 发票"
"PDF Packingslips","PDF 装箱单"
"PDF Print-outs","PDF 打印输出"
"PDF object is not specified.","未指定 PDF 对象。"
"PDF page object is not specified.","未指定 PDF 页对象。"
"Packingslip # ","装箱单号"
"Paid","已付款"
"Paid Amount","已付金额"
"Parent transaction ID must have a transaction ID.","Parent transaction ID must have a transaction ID."
"Partial","部分"
"Payment Failed","支付失败"
"Payment Information","支付信息"
"Payment Method","支付方式"
"Payment Method:","支付方式："
"Payment disallow storing objects.","付款不允许存储对象."
"Payment has been voided successfully.","付款成功取消。"
"Payment transactions disallow storing objects.","付款交易不允许存储对象."
"Pdf total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","Pdf完整模型需要扩展Mage_Sales_Model_Order_Pdf_Total_Default"
"Pending","等待付款"
"Pending Payment","等待支付"
"Period","周期"
"Placed from IP","下单的IP地址"
"Please define PDF object before using","请在使用前定制PDF实体"
"Please enter positive number in this field.","请在该栏中填入正数。"
"Please select a customer","请选择客户"
"Please Select a Customer","请选择客户"
"Please select a store","请选择商店"
"Please select products to add","请选择要增加的商品"
"Price","价格"
"Print","打印"
"Print All","打印全部"
"Print All Invoices","打印全部发票"
"Print All Refunds","打印全部退款"
"Print All Shipments","打印全部配送"
"Print Credit Memos","打印退款记录"
"Print Invoice","打印发票"
"Print Invoices","打印发票"
"Print Order","打印订单"
"Print Orders","打印订单"
"Print Order # %s","打印打印订单 # %s"
"Print Packingslips","打印装箱单"
"Print Refund","打印退款"
"Print Shipment","打印配送"
"Payment Review","支付审核"
"Shipped","配送中"
"Processing data problem","处理数据错误"
"Product","商品"
"Product Name","商品名称"
"Products","商品"
"Products in Compare List","比较商品"
"Profit","收益"
"Proper payment object must be set.","必须设置正确付款对象。"
"Purchased From","购自"
"Purchased On","购买日期"
"Purchased From (Store)","订单来自商店"
"QTY","数量"
"Qty","数量"
"Qty Invoiced","付款数量"
"Qty Ordered","订购数量"
"Qty Shipped","发货数量"
"Qty To Add","增加数量"
"Qty to Invoice","将付款数量"
"Qty to Refund","将退款数量"
"Qty to Ship","将发货数量"
"Rate","费率"
"Recent Orders","最近订单"
"Recently Compared Products","最近比较商品"
"Recently Viewed","最近查看"
"Recently Viewed Products","最近查看的商品"
"Refresh","更新"
"Refund","退款"
"Refund #","退款号"
"Refund #%s","退款号 %s"
"Refund Amount","退款金额"
"Refund Offline","离线退款"
"Refund Shipping","退运费"
"Refund Totals","退款总额"
"Refunded","已退款"
"Refunded amount of %s offline.","线下退款，金额 %s ."
"Refunded amount of %s online.","线上退款，金额： %s ."
"Refunds","退款"
"Registered a Void notification.","注册了一个空的通知书."
"Registered notification about authorized amount of %s.","注册的通知书授权金额为 %s."
"Registered notification about captured amount of %s.","Registered notification about captured amount of %s."
"Registered notification about refunded amount of %s.","注册的通知书退款金额为 %s."
"Remove","删除"
"Remove Coupon Code","删除优惠券代码"
"Remove tracking number","删除运单号码"
"Reorder","重下订单"
"Reorder...","重下订单"
"Requested Payment Method is not available","所需付款方式不可用"
"Retrieve invoice info","获取发票信息"
"Retrieve invoice information","获取发票信息"
"Retrieve list of invoices by filters","按过滤器条件获取发票列表"
"Retrieve list of orders by filters","按过滤器条件获取订单列表"
"Retrieve list of shipments by filters","按过滤器条件获取配送记录列表"
"Retrieve order information","获取订单信息"
"Retrieve orders info","获取订单信息"
"Retrieve shipment info","获取配送信息"
"Retrieve shipment information","获取配送信息"
"Return to Stock","返回库存"
"Returned","退货"
"Row Subtotal","小计行"
"Row Total","总额行"
"SHIP TO:","收货地址:"
"SKU","SKU"
"SOLD TO:","购货人:"
"Sales","订单"
"Sales Emails","销售邮件"
"Sales Emails Section","销售邮件单元"
"Sales Invoice Print View","发票打印预览"
"Sales Order Print View","订单打印预览"
"Sales Section","销售单元"
"Sales Shipment Print View","配送方式打印预览"
"Same As Billing Address","与账单地址一致"
"Save and Close Message","保存并关闭信息"
"Save in address book","保存在地址簿"
"Select from existing customer addresses:","从已有客户地址中选择："
"Send Credit Memo Comment Email Copy To","发送退款记录备注副本邮件到"
"Send Credit Memo Email Copy To","发送退款记录副本邮件到"
"Send Email","发送Email"
"Send Invoice Comment Email Copy To","发送发票备注邮件的复件到"
"Send Invoice Email Copy To","发送发票邮件的复件到"
"Send Order Comment Email Copy To","发送订单备注邮件的复件到"
"Send Order Email Copy Method","订购邮件副本发送方式"
"Send Order Email Copy To","发送订单邮件的复件到"
"Send Sales Emails","发送销售邮件"
"Send Shipment Comment Email Copy To","发送配送备注邮件的复件到"
"Send Shipment Email Copy To","发送配送邮件的复件到"
"Send Tracking Information","发送查询信息"
"Ship","配送"
"Ship to","收货人"
"Ship to First name","收货人名字"
"Ship to Last name","收货人姓氏"
"Ship to Name","收货人"
"Ship...","配送"
"Shipment","配送"
"Shipment #","配送记录"
"Shipment #%s","配送记录%s"
"Shipment #%s (%s)","配送记录 #%s (%s)"
"Shipment Comment Email Sender","配送备注邮件发件人"
"Shipment Comment Email Template","配送备注邮件模板"
"Shipment Comment Email Template for Guest","访客配送备注邮件模板"
"Shipment Comments","配送备注"
"Shipment Email Sender","配送邮件发件人"
"Shipment Email Template","配送邮件模板"
"Shipment Email Template for Guest","访客配送邮件模板"
"Shipment Update","配送更新"
"Shipment Update for Guest","访客的配送更新"
"Shipment email not sent","配送邮件未发出"
"Shipment email sent","配送邮件已发出"
"Shipments","配送"
"Shipped","配送中"
"Shipped By","发货"
"Shipping","运费"
"Shipping & Handling","运费"
"Shipping &amp; Handling","配送及搬运"
"Shipping &amp; Handling Information","物流配送信息"
"Shipping Address","收货地址"
"Shipping Amount","配送金额"
"Shipping Information","配送信息"
"Shipping Method","配送方式"
"Shipping Method:","配送方式："
"Shipping Refund","运费退款"
"Shipping and Tracking Information","物流配送信息"
"Shopping Cart","购物车"
"Signed Up From","注册于"
"Sku","Sku"
"Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout.","某些商品的数量超过限制，，请减少数量后结帐。"
"Some of the products below don\'t have all the required options. Please remove them and add again with all the required options.","以下部分商品选项不完整。请将其删除、补充所有必选项再重新添加。"
"Sorry, no quotes are available for this order at this time.","请先确定收货地址"
"Source object is not specified.","未指定源对象。"
"State/Province","省份"
"Status","状态"
"Store Credit","商店退款"
"Submit Comment","提交备注"
"Submit Credit Memo","提交退款记录"
"Submit Order","提交订单"
"Submit Shipment","提交发货"
"Subscribe to Newsletter","订阅邮件列表"
"Subscribe to Order Status","订阅订单状态"
"Subtotal","小计"
"Subtotal after discount","折扣后总额"
"Subtotal:","小计："
"Suspected Fraud","欺诈订单"
"TAX/VAT Number","税/增值税号码"
"Tax","税"
"Tax Amount","税额"
"Tax Percent","税率百分比"
"The Order State ""%s"" must not be set manually.","订单的状态 ""%s"" 不能被设置为手动。"
"The invoice has been created.","付款记录已经创建"
"the invoice email is not sent","未发送付款记录邮件"
"the invoice email was sent","已发送付款记录邮件"
"The credit memo has been created.","退款记录已创建."
"The item %s (SKU %s) doesn\'t exist in the catalog anymore","商品%s (SKU %s)已不在分类中"
"The transaction ""%s"" (%s) is already closed.","交易 ""%s"" (%s) 已经被关闭。"
"There are no printable documents related to selected orders","没有已选订单的相关可打印文档"
"This message will be shown in shopping cart when subtotal after discount less than minimum amount","当折扣后总额低于最小金额时，此信息将在购物车显示。"
"This operation requires an existing transaction object.","这个操作必须依赖于一个存在的交易。"
"This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be cancelled and a new order will be placed","该订单包含 (%s) 个商品并且不能改变, 如果你想继续编辑，必须先删除这 (%s) 个商品，取消这个订单，重新生成一个新的订单。"
"This order no longer exists.","该订单已不存在。"
"Tier Pricing","分层定价"
"Title","标题"
"To","收货人"
"To Name","收货人"
"To:","收货人："
"Total","总计"
"Total %d product(s)","共%d件商品"
"Total Due","总欠额"
"Total Paid","已付款"
"Total Qty","总数量"
"Total Refund","退款总额"
"Total Refunded","已退款总额"
"Total Shipping Charges","总运费"
"Total Tax","总税额"
"Total(ex)","总额(不含)"
"Total(inc)","总额(包含)"
"Track Order","配送查询"
"Track all shipment(s)","查询所有发货"
"Track all shipments","查询所有发货"
"Track this shipment","查询该发货"
"Track your order","发货查询"
"Tracking","查询"
"Tracking Number","查询号/运单号"
"Tracking Number(s):","查询号/运单号"
"Transaction ""%s"" was already processed.","Transaction ""%s"" 已经处理完成."
"Transaction ID must not be empty.","Transaction ID 不能为空."
"Transaction ID: ""%s"".","交易ID: ""%s""."
"Unhold","取消锁定"
"Unhold order","取消锁定订单"
"Unknown State","未知省份"
"Unknown Status","未知状态"
"Update Changes","更新修改"
"Update Items and Qty's","更新商品及数量"
"Update Items and Qty\'s","更新商品及数量"
"Update Qty\'s","更新数量"
"Validate each address separately in multi-address checkout","使用多地址结帐时对每个地址分别进行验证"
"View","查看"
"View All","查看全部"
"View Order","查看订单"
"Void","作废"
"Void invoice","将发票作废"
"Voided authorization.","授权作废"
"Website","网站"
"Wishlist","收藏"
"You have placed no orders.","您还没有订单。"
"Your credit card will be charged for","信用卡将改变为"
"ZIP/Post Code","邮编"
"separate by "",""","用"",""号分开"
"Items to Invoice","要付款的商品"
"Update Qty's","更新数量"
"Submit Invoice","提交付款记录"
"Items to Invoice and Ship","付款及配送的商品"
"Pending Processing","等待发货"
"Processing","处理中"
"Order #","订单编号"
"Date","下单时间"
"Ship to","收货人"
"Order Total","订单总额"
"Order Status","订单状态"
"Action","操作"
"View Order","查看"
"Order was completed.","订单已完成。"
"Order was not completed.","订单没完成。"
"Customer has paid.","买家已付款"
"Customer paid failed.","买家付款失败。"
"Set Paid","标志付款"
"Action","操作"
"Go to pay","付款"
"Cancel Order","取消"
"Recently Viewed Products successfully cleared","成功清除最近查看商品"
"Clear All","清除所有"
"Paid...","付款"
"New Credit Memo for Order #%s","新的退款记录 #%s"
"Credit Memo #%s | Date %s | Status %s (%s)","退款记录 #%s | 日期 %s | 状态 %s (%s)"
"Name","姓名"
"Province/City","省/市"
"Require","必填"
"Postcode","邮编"
"Telephone","电话"
"Mobile","手机"
"Edit Shipping Address","修改收货地址"
"Edit address information successfully","成功修改地址信息"
"Updating Datas...","数据更新中..."
"You need to specify order items.","你需要指定订购商品。"
"Shipping method must be specified.","配送方式必须指定。"
"This customer email already exists.","这个客户的电子邮件已经存在。"
"Changing address information will not recalculate shipping, other order amount.","更改地址信息将不重新计算运费，其他订单金额。"
"Update Items and Qty\'s","更新商品信息和数量"
"Configure","配置"
"This product has not been configured.","该商品还没有被配置。"
"Customer Comment","客户留言"
"Transactions","交易记录"
"Recurring Profiles (beta)","定期扣款(测试)"
"Shipping Agreements","配送协议"
"Unassign","取消指派"
"Assign Status to State","指派订单子状态到主状态"
"Assign Order Status to State","指派订单子状态到主状态"
"Save Status","保存订单状态"
"Save Status Assignment","保存 状态分配"
"Order State","订单主状态"
"Order Status Information","订单状态信息"
"Status Code","状态代码"
"Status Label","状态名称"
"Default Status","默认状态"
"State Code [State Title]","状态代码 [状态名称]"
"Create New Status","增加订单状态"
"Edit Order Status","编辑订单状态"
"Use Order Status As Default","设为默认子状态"
"The order status has been assigned.","订单状态已指派."
"The order status has been unassigned.","订单状态已取消指派."
"Last status can't be unassigned from state.","每个主状态至少有一个子状态"
"Transaction ID","交易编号"
"Parent Transaction ID","父交易编号"
"Transaction Type","交易类型"
"Payment Method Name","支付方式"
"Authorization","授权"
"Is Closed","是否关闭"
"Checkout Totals Sort Order","结账总额计算顺序"
"Logo for PDF Print-outs (200x50)","PDF 输出 Logo (200x50)"
"Logo for HTML Print View","HTML 打印视图 Logo"
"Minimum Order Amount","最小订单金额"
"Minimum Amount","最小金额"
"Description Message","说明信息"
"Error to Show in Shopping Cart","购物车错误提示"
"Validate Each Address Separately in Multi-address Checkout","使用多地址结帐时对每个地址分别进行验证"
"Multi-address Description Message","多地址结帐说明信息"
"Multi-address Error to Show in Shopping Cart","多地址结帐购物车错误提示"
"Subtotal after discount.","折扣后总额"
"This message will be shown in shopping cart when subtotal after discount less than minimum amount.","当折扣后总额低于最小金额时，此信息将在购物车显示."
"If empty, the default description above will be used.","为空则使用默认说明信息."
"If empty, the default error above will be used.","为空则使用默认提示."
"Use Aggregated Data (beta)","使用汇总数据（测试版）"
"Improves dashboard performance but provides non-realtime data.","仪表板的性能提高,但提供非实时的数据."
"Enable Terms and Conditions","启用购买条款"
"After Adding a Product Redirect to Shopping Cart","加入商品后转到购物车"
"Grouped Product Image","组合商品的图片"
"Configurable Product Image","可设置商品的图片"
"Maximum Display Recently Added Item(s)","最近增加商品最大显示数"
"Separate by "","".","用"",""号分开"
"Account Number","账号"
"the order confirmation email was sent","已发送订单确认邮件"
"Notify Customer by Email","用邮件通知客户"
"Visible on Frontend","前台可见"
"Edit Order %s Shipping Address","修改订单: %s 的配送地址"
"Products in Comparison List","商品比较清单"
"Save Order Address","保存订单地址"
"The order address has been updated.","订单地址已更新."
"The order has been cancelled.","订单已取消."
"The order has been created.","订单已创建."
"The order has been put on hold.","订单已锁定."
"The order has been released from holding status.","订单已取消锁定."
"The shipment has been created.","配送单已生成."
"The order email has been sent.","订单电子邮件已发送."
"There is no tracking available for this shipment.","此运单没有单号"
"There is no tracking available.","此订单暂时没有物流配送信息"
"Workday","只工作日送货(双休日、假日不用送)"
"Anytime","工作日、双休日与假日均可送货"
"Weekend","只双休日、假日送货(工作日不用送)"
"Shipping Date:","送货日期:"
