"Invalid transactional email code: ","交易邮件代码不正确："
"Invalid websites configuration path: %s","网站配置路径不正确：%s"
"JavaScript Settings","JavaScript设置"
"Layout","布局"
"Leave empty for access from any location","为空则允许从任何位置访问"
"Locale","语言"
"Locale options","本地化选项"
"Log Settings","日志选项"
"Logging from Mage::log(). File is located in {{base_dir}}/var/log","来自 Mage::log() 的日志。文件位于 {{base_dir}}/var/log"
"Logging from Mage::logException(). File is located in {{base_dir}}/var/log","来自 Mage::logException() 的日志。文件位于  {{base_dir}}/var/log"
"Login is Case Sensitive","登陆区分大小写"
"Logo Image Alt","Logo 替代文字"
"Logo Image Src","Logo 图片源"
"Mail Sending Settings","邮件发送设置"
"Manage Stores","商店管理"
"Match expressions in the same order as displayed in the configuration.","以配置界面显示顺序匹配表达式。"
"Maximum length exceeded.","超过允许的最大长度"
"Merge CSS Files (beta)","合并CSS文件(测试)"
"Merge JavaScript Files","合并JavaScript文件"
"Miscellaneous HTML","自定义 HTML"
"Miscellaneous scripts","各种脚本"
"Model class does not exist: %s","型号类不存在：%s"
"Model collection resource name is not defined","型号组合资源名未定义"
"Module ""%1$s"" can not be depended from ""%2$s""","模块""%1$s""不能依""%2$s""而定"
"Module ""%1$s"" requires module ""%2$s""","模块""%1$s"" 依赖模块 ""%2$s"""
"Name","名称"
"New Design Change","新界面模版"
"New Store","新商店"
"New Store View","新商店界面"
"New Website","新网站"
"No","No"
"Package","安装包"
"Pagination","分页"
"Pagination Frame","分页框"
"Pagination Frame Skip","跳过分页框"
"Please choose to register or to checkout as a guest","请选择注册或者以访客身份注册。"
"Please define flag code.","请定义标志代码"
"Please enter 6 or more characters.","请输入6个或更多字符。"
"Please enter 6 or more characters. Leading or trailing spaces will be ignored.","请输入6个或更多字符。"
"Please enter a number greater than 0 in this field.","请在此栏输入0以上数字。"
"Please enter a valid $ amount. For example $100.00.","请输入正确的金额。例如，$100.00"
"Please enter a valid URL. For example http://www.example.com or www.example.com","请输入一个网址. 比如http://www.makingware.com"
"Please enter a valid URL. http:// is required","请输入正确的网址，要带 http:// "
"Please enter a valid credit card number.","请输入正确的信用卡号。"
"Please enter a valid credit card verification number.","请输入有效的信用卡确认数字"
"Please enter a valid date.","请输入正确的日期。"
"Please enter a valid email address. For example johndoe@domain.com.","请输入正确的电子邮件地址。例如 58573655@qq.com"
"Please enter a valid number in this field.","请在该栏目输入正确的数字。"
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","请输入电话号码。例如 (123) 456-7890 或 123-456-7890."
"Please enter a valid social security number. For example 123-45-6789.","请输入正确的社会保险号。例如 123-45-6789"
"Please enter a valid zip code.","请输入正确的邮编。"
"Please enter a valid zip code. For example 90602 or 90602-1234.","请输入正确的邮编。"
"Please enter valid password.","请输入正确的密码。"
"Please input a valid CSS-length. For example 100px or 77pt or 20em or .5ex or 50%","请输入有效的CSS-长度. 例如 100px 或者 77pt 或者 20em 或者 .5ex or 50%"
"Please make sure that Base URL ends with '/' (slash), e.g. http://yourdomain/magento/","请确保 URL 以斜杠 ""/"" 结束，例如：http://www.makingeare.com"
"Please make sure your passwords match.","请确认密码一致。"
"Please select State/Province.","请选择省份。"
"Please select an option.","请选择。"
"Please select one of the above options.","请在上面选择。"
"Please select one of the options.","请选择。"
"Please specify payment method.","请指定支付方式。"
"Please specify shipping method.","请指定配送方法。"
"Please use letters only (a-z or A-Z) in this field.","请使用字母 (a-z 或 A-Z) 填写此栏。"
"Please use letters only (a-z) in this field.","请在该栏目中仅输入字母(a-z)。"
"Please use numbers only in this field. please avoid spaces or other characters such as dots or commas.","请在此处仅使用数字，避免使用空格或者其他字符如点和逗号等"
"Please use only letters (a-z or A-Z), numbers (0-9) or underscore(_) in this field, first character should be a letter.","请在该栏目中仅使用字母(a-z或才A-Z)、数字(0-9)、下划线(_)，第一个字符必须为字母。"
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","此处仅允许使用字母(a-z)或者数字(0-9)，其他类型的都不可使用."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","请在该栏目中仅使用字母(a-z)、数字(0-9)、空格或 #"
"Please use only letters (a-z), numbers (0-9) or underscore(_) in this field, first character should be a letter.","请在此处使用字母(a-z),数字(0-9)或者下划线(_)，第一个字符必须是一个字母."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","请使用日期格式：dd/mm/yyyy，例如 17/03/2006 表示 2006年3月17日"
"Please wait, loading...","请稍候，加载中..."
"Polls","投票"
"Port (25)","端口 (25)"
"Profiler","调试器"
"Redirect to Base URL if requested URL doesn't match it","重定向到相应的URL，如果请求的URL不匹配"
"Request path for specified store","需要输入商店的路径"
"Requested invalid store ""%s""","请求的商店""%s""有误"
"Resource is not set","资源未设置"
"Return-Path Email","电子邮件返回路径"
"Root Category","根分类"
"Sales representative","业务代表"
"Save","保存"
"Save Store","保存商店"
"Save Store View","保存商店界面"
"Save Website","保存网站"
"Search Engines Optimization","SEO"
"Secure","安全"
"Security","安全"
"Select Date","选择日期"
"Sender email","发件人地址"
"Sender name","发件人姓名"
"Services","服务"
"Session Cookie management","Session Cookie 管理"
"Session Lifetime (seconds)","Session 保存时间 (秒)"
"Session Validation Settings","Session 检验设置"
"Set Return-Path","设置返回路径"
"Set as default","设为默认"
"Skin (Images / CSS)","皮肤(图像/CSS)"
"Sort order","排序"
"Specified date/time ""%1$s"" do not match format ""%2$s"".","指定的日期/时间 ""%1$s"" 与格式 ""%2$s"" 不符。"
"Specify either category or product, or both.","指定分类或商品，或两者。"
"Start date can\'t be greater than end date","开始日期不能大于结束日期"
"Startup page","起始页"
"Status","状态"
"Store","商店"
"Store Email Addresses","商店邮箱"
"Store Contact Information","商店联系人信息"
"Store Contact Telephone","商店联系人电话"
"Store Email Addresses","商店联系人邮箱"
"Store Information","商店信息"
"Store Name","商店名称"
"Store View","商店界面"
"Store View Information","商店界面信息"
"Store View Name","商店界面名称"
"Store View was successfully saved","成功保存商店界面"
"Store code should contain only letters (a-z), numbers (0-9) or underscore(_), first character should be a letter","商店代码只能含字母(a-z)、数字(0-9)或下划线(_)，第一个字符必须是字母"
"Store doesn't exist","商店记录不存在"
"Store view doesn't exist","商店视图不存在"
"Store view was successfully deleted.","成功删除商店视图。"
"Store was successfully deleted.","成功删除商店。"
"Store was successfully saved","成功保存商店"
"Store with the same code","商店代码重复"
"System","系统"
"System Log File Name","系统日志文件名"
"Template Path Hints","模板路径提示"
"Template Path Hints","模板路径提示"
"Template Variables","模板变量"
"Templates","模板"
"The %s you entered is invalid. Please make sure that it follows ""http://domain.com/"" format.","您输入的 %s 无效。请确保地址符合如下格式：""http://www.makingware.com/"" ."
"Themes","主题"
"This category and all its child elements","此分类及所有子元素"
"This category and its child categories only","仅限此分类及其子分类"
"This category and its products only","仅限此分类及其下属商品"
"This category only","仅限该分类"
"This is a required field.","此栏不能为空。"
"This store cannot be deleted","无法删除商店"
"This store cannot be deleted.","无法删除商店。"
"This store view cannot be deleted","无法删除商店视图"
"This store view cannot be deleted.","无法删除商店视图。"
"This website cannot be deleted","无法删除网站"
"This website cannot be deleted.","无法删除网站。"
"This will be displayed just before body closing tag","在这里输入的将被显示在主体之前"
"This will be included before head closing tag in page HTML","这里输入的将包含在页面HTML头标签之前"
"Timezone","时区"
"Title Prefix","标题前缀"
"Title Suffix","标题后缀"
"Translate Inline","内联翻译"
"Translate cache should be disabled for both Frontend and Admin inline translations","使用前后台内联翻译均须禁用翻译缓存"
"Translations","翻译"
"Unable to delete store view. Please, try again later.","无法删除商店视图。请稍后重试。"
"Unable to delete store. Please, try again later.","无法删除商店。请稍后重试。"
"Unable to delete website. Please, try again later.","无法删除网站。请稍后重试。"
"Unable to proceed. Please, try again","无法继续，请稍后再试。"
"Unknown scope ""%s""","未知范围""%s"""
"Unsecure","未加密"
"Url Options","网址选项"
"Use HTTP Only","只使用HTTP"
"Use SID on Frontend","前台使用SID"
"Use Secure URLs in Admin","后台使用安全链接"
"Use Secure URLs in Frontend","前台使用安全链接"
"Use Web Server Rewrites","开启页面重写"
"Use custom admin URL","使用自定义管理URL"
"Validate HTTP_USER_AGENT","检验 HTTP_USER_AGENT"
"Validate HTTP_VIA","检验 HTTP_VIA"
"Validate HTTP_X_FORWARDED_FOR","检验 HTTP_X_FORWARDED_FOR"
"Validate REMOTE_ADDR","检验 REMOTE_ADDR"
"Validation failed.","验证失败."
"Values less than 60 are ignored. Please note, that changes will apply after logout.","值低于60将被忽略.请注意,更改将注销后生效."
"Variable Code must be unique.","变量代码必须是唯一的."
"Web","网站"
"Website","网站"
"Website Information","网站信息"
"Website Name","网站名称"
"Website code should contain only letters (a-z), numbers (0-9) or underscore(_), first character should be a letter","网站代码只能含字母(a-z)、数字(0-9)或下划线(_)，第一个字符必须是字母"
"Website doesn't exist","网站不存在"
"Website was successfully deleted.","成功删除网站。"
"Website was successfully saved","成功保存网站"
"Website with the same code","网站代码重复"
"Weekend Days","周末"
"Welcome Text","欢迎文字"
"Wrong number of arguments for %s","%s的参数数量错误"
"Yes","是"
"Your design change for the specified store intersects with another one, please specify another date range","您为指定的商店的模版与另一个有冲突，请指定其他日期范围"
"Your order can not be completed at this time as there is no payment methods available for it.","缺少可用的支付方式，暂时无法完成您的订单。"
"Your order can not be completed at this time as there is no shipping methods available for it. Please make neccessary changes in your shipping address.","缺少可用的配送方式,暂时无法完成您的订单。请对您的配送地址做必要的更改。"
"Your session has been expired, you will be relogged in now.","您的会话已过期，请重新登录。"
"Logging from Mage::log(). File is located in {{base_dir}}/var/log","注册于 Mage::log(). 文件位于 {{base_dir}}/var/log"
"Logging from Mage::logException(). File is located in {{base_dir}}/var/log","注册于 Mage::logException(). 文件位于 {{base_dir}}/var/log"
"Experimental. Turn this feature off if there are troubles with relative urls inside css-files.","实验.如果css文件里面的相对路径出问题,关闭此功能."
"For Windows Server Only","仅对于Windows服务器"
"Required Fields","必填"
"At least %s characters","至少%s个字符"
"Up to %s characters","至多%s个字符"
"Must be a number","必须是数字"
"Must be %s digits","必须是%s个数字"
"Invalid Input","输入不合法"
"Invalid %s address","%s地址不正确"
"Invalid user name","无效的用户名"
