"Edit Address Entry","修改地址"
"Edit Customer Group ""%s""","修改客户分组""%s"""
"Edit Customer Groups","修改客户分组"
"Edit Customer's Address","修改客户地址"
"Edit Group","修改分组"
"Edit Newsletter Subscription","修改邮件列表订阅"
"Edit Newsletters","修改邮件列表"
"Edit Personal Information","修改个人信息"
"Email","邮箱地址"
"Email Address","邮箱地址"
"Email Sender","发件人"
"Register email address","邮箱地址"
"Entity collection is expected","需要实体组合"
"Error during retrieval of option value: %s","获取选项值时出错：%s"
"Ext. Price","实际价格"
"Failed to confirm customer account.","认证客户帐户失败"
"Fax","传真"
"Name can\'t be empty","名字不能为空"
"Forgot Email Sender","取回密码邮件的发件人"
"Forgot Email Template","取回密码邮件的模板"
"Forgot Your Password?","忘记密码了？"
"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","在我的帐户中，您可以查看最近帐户访问情况、更新帐户信息。选择下面的链接查看或修改信息。"
"General Subscription","我选择订阅邮件，以收到关于新款上市，特别促销等丰富多彩的活动信息"
"Global","全局"
"Go to Address Book","转到地址薄"
"Grand Total","总额"
"Grand Total: %s","总额：%s"
"Group","分组"
"Group ""%s"" can not be deleted","分组 ""%s"" 无法删除"
"Group Information","分组信息"
"Group Name","分组名称"
"Guest","访客"
"HTML","HTML"
"Hello, %s!","您好，%s!"
"ID","编号"
"IP Address","IP 地址"
"If you have an account with us, please log in.","如果您已有注册帐户，请返回"
"Invalid attribute option specified for attribute %s (%s), skipping the record","属性 %s (%s)的属性选项不正确，忽略该记录"
"Invalid attribute set specified, skipping the record","指定的属性集不正确，忽略该记录"
"Invalid current password","当前密码不正确"
"Invalid customer data","客户数据不正确"
"Invalid email address","电子邮件地址不正确"
"Invalid email address ""%s""","电子邮件地址不正确：""%s"""
"Invalid login or password.","账号或密码不正确"
"Invalid option id specified for %s (%s), skipping the record","%s (%s)的选项编号不正确，忽略该记录"
"Invalid store specified, skipping the record","指定的商店不正确，忽略该记录"
"Items Order","订购商品"
"Last 5 Orders","最近 5 个订单"
"Last Activity","最近访问"
"Last Name","姓氏"
"Last Url","最近URL地址"
"Last Viewed Items","最近查看"
"Last date subscribed","最后订阅日期"
"Last date unsubscribed","最后退订日期"
"Last name can\'t be empty","姓氏不能为空"
"Leave empty for default (15 minutes).","留空则使用默认设置（15分钟）。"
"Leave empty for default (2). Valid range: 1-4","留空则使用默认值(2)。可用范围：1-4"
"Lifetime Sales","全部销售"
"Log In","登录"
"Log Out","退出"
"Log in or Create an Account","登录或新建帐户"
"Login","登 录"
"Login Information","登录信息"
"Login Options","登陆项目"
"Login and password are required","需要用户名和密码"
"Login or Create an Account","登录或注册帐户"
"M.I.","M.I."
"MM","月"
"Manage Addresses","地址管理"
"Manage Customers","客户管理"
"Middle Name/Initial","中间名/初始(国外用)"
"Missing email, skipping the record","缺少电子邮件，忽略该记录"
"Missing firstname, skipping the record","默认名字，忽略该记录"
"Missing lastname, skipping the record","缺少姓氏，忽略该记录"
"Month","月"
"My Account","我的帐户"
"My Account Dashboard","我的帐户"
"My Dashboard","我的首页"
"My Orders","我的订单"
"My Reviews","我的评论"
"My Tags","我的标签"
"My Wishlist","我的收藏"
"Name","姓名"
"Name and Address Options","收货人地址"
"Never","从不"
"New Address","新增地址"
"New Address Entry","增加一个地址"
"New Customer","新客户"
"New Customer Address","新客户地址"
"New Customer Group","新客户分组"
"New Customer Groups","新客户分组"
"New Customers","新客户"
"New Group","新分组"
"New Password","新的密码"
"New account","新的帐户"
"New account confirmation key","新注册帐户认证码"
"New account confirmed","新帐户已通过确认"
"New password","新密码"
"Newsletter","邮件订阅"
"Newsletter Finish","邮件列表完成"
"Newsletter Information","邮件列表信息"
"Newsletter Received","收到邮件列表"
"Newsletter Start","邮件列表开始"
"Newsletter Subscription","邮件订阅"
"Newsletters","邮件订阅"
"No Items Found","没有找到项目"
"No Newsletter Found","没有邮件列表"
"No item specified.","未选定记录。"
"No product collections found","没有找到商品组合"
"Not Sent","没有发送"
"Not confirmed, can login","未验证，但允许登录"
"Not confirmed, cannot login","未验证，不允许登录"
"Number of lines in a street address ","地址行数"
"Offline","离线"
"Online","在线"
"Online Customers","在线客户"
"Online Customers Options","在线客户选项"
"Online Minutes Interval","在线时间间隔"
"Order #","订单号"
"Order #%s (%s)","订单号%s (%s)"
"Order List...","订单列表..."
"Order Total","订单总额"
"Orders","订单"
"PDF","PDF"
"Password","密码"
"Password Management","密码管理"
"Password Options","密码选项"
"Password can\'t be empty","密码不能为空"
"Password fields can\'t be empty.","密码字段不能为空。"
"Password forgotten","忘记密码"
"Password minimal length must be more %s","密码长度必须大于 %s"
"Password must have at least 6 characters. Leading or trailing spaces will be ignored.","密码最少6个字符，前后空格将被忽略。"
"Paused","暂停"
"Payment Method","支付方式"
"Pending","等待中"
"Per Website","独立"
"Personal Information","个人信息"
"Please enter your email below and we'll send you a new password.","请在下面输入您的电子邮件，我们会将新的密码发给您。"
"Please enter your email below and we'll send you confirmation link for it.","请在下面输入您的电子邮件，我们会将确认链接发给您。"
"Please enter your email.","请输入常用的邮箱，将用来登录、找回密码、接收订单通知等。"
"The name cannot be empty.","姓名不能为空."
"Please make sure your passwords match.","请再次输入密码。"
"Please select","请选择"
"Please select region, state or province","请选择地区、省份"
"Please, check your e-mail for confirmation key.","请检查您的电子邮件，查看确认码。"
"Prefix","前缀"
"Prefix dropdown options","称谓下拉选项"
"Price","价格"
"Primary Shipping Address","首选收货地址"
"Problem saving the collection, aborting. Error: %s","保存组合出错，退出。错误：%s"
"Product","商品"
"Product ID","商品编号"
"Product Name","商品名称"
"Product Reviews","商品评论"
"Product Tags","商品标签"
"Product name","商品名称"
"Purchase On","购买日期"
"Purchased at","购买时间"
"Qty","数量"
"Recent Orders","最近订单"
"Records for ""","记录"""
"Redirect Customer to Account Dashboard after Logging in","在客户登陆后重定向到账号控制面板"
"Refunded","退款"
"Registered Customers","老客户"
"Remove","删除"
"Require Emails Confirmation","要求电子邮件验证"
"Retrieve address data","获取地址数据"
"Retrieve address info","获取地址信息"
"Retrieve customer addresses","获取客户地址"
"Retrieve customer data","获取客户数据"
"Retrieve customer　groups","获取客户组"
"Retrieve customers info","获取客户信息"
"Retrieve customers","获取客户记录"
"Retrieve your confirmation link here","在这里获取您的确认链接"
"Retrieve your password here","在这里找回密码"
"Registered as a member","注册成为会员"
"SKU","SKU"
"Sales Statistics","销售统计"
"Save","保存"
"Save Address","保存地址"
"Save And Continue Edit","保存并继续编辑"
"Save Customer","保存客户"
"Save Customer Group","保存客户分组"
"Save Password","保存密码"
"Saved ","已保存 "
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","多个值使用半角分号(;)分隔.<br/>若第一个选项为空请将分号放在开头。<br />为空则使用输入框。"
"Send From","发自"
"Send Welcome Email after Confirmation","验证成功后发送欢迎邮件"
"Send auto-generated password","发送自动生成的密码"
"Send confirmation link","发送确认链接"
"Send welcome email","发送欢迎邮件"
"Sending","正在发送"
"Sent","已发出"
"Session Start Time","会话开始时间"
"Set as Default","设为默认"
"Set as Default Shipping Address","设为默认的收货地址"
"Share Customer Accounts","共享客户帐户"
"Shipped to First Name","收货人名字"
"Shipped to Last Name","收货人姓氏"
"Shipped to Name","收货人姓名"
"Shipping Information","收货信息"
"Shipping Method","收货方式"
"Shopping Cart","购物车"
"Shopping Cart - %d item(s)","购物车 - %d 件商品"
"Show Tax/VAT number","显示税号/增值税号码"
"Show date of birth","显示生日"
"Show middle name (initial)","显示中间名"
"Show prefix","显示称谓"
"Show suffix","显示后缀"
"Sign Up for Newsletter","订阅邮件列表"
"Sign up for our newsletter","登记我们的邮件列表"
"Skip import row, required field ""%s"" not defined","忽略导入行，必填栏目 ""%s"" 为定义"
"Skip import row, website ""%s"" field not exists","忽略导入行，网站 ""%s"" 栏不存在"
"State/Province","省份"
"Status","状态"
"Store","商店"
"Store View","商店界面"
"Street Address","地址行一"
"Street Address ","街道地址 "
"Subject","标题"
"Submit","提交"
"Subscribe","订阅"
"Subscribe to newsletter","订阅邮件列表"
"Subscribed to Newsletter?","订阅邮件列表？"
"Suffix","后缀"
"Suffix dropdown options","后缀下拉选项"
"TAX/VAT number is required.","税号/增值税号码不能为空。"
"Tag Name","标签名称"
"Tax Class","税种"
"Tax class","税率"
"Tax/VAT number","税号/增值税号码"
"Telephone","电话"
"Text","文字"
"Text One Line","一行文字"
"Thank you for registering with %s.","感谢您注册%s。"
"The address does not belong to this customer","地址不属于该客户"
"The address was successfully deleted","成功删除地址"
"The address was successfully saved","成功保存地址"
"The address has been saved.","地址已经保存."
"The customer has been saved.","客户信息已保存."
"The customer has been deleted.","客户信息删除成功."
"The suffix that goes after name (Jr., Sr., etc.)","显示于姓名之后的后缀 (Jr., Sr. 等.)"
"The title that goes before name (Mr., Mrs., etc.)","显示于姓名前的（Mr., Mrs. 等）"
"There are no items in customer's wishlist at the moment","客户的收藏中没有商品"
"There are no items in customer\'s shopping cart at the moment","客户的购物车中没有商品"
"There was an error while deleting the address","删除地址出错"
"This Email will be sent instead of Default Welcome Email, after Account Confirmation.","帐户确认后将发送此邮件（而非默认欢迎邮件）。"
"This account is not confirmed.","该帐户尚未确认。"
"This customer has no saved addresses.","该客户没有保存地址。"
"This e-mail does not require confirmation.","此电子邮件不需要验证。"
"This email address was not found in our records","没有找到该电子邮件地址"
"This email address was not found in our records.","没有找到该电子邮件地址"
"This is My Primary %s Address","这是我的首选%s地址"
"To Cart","到购物车"
"Total","总额"
"Type","类型"
"Unknown","未知"
"Unsubscribe from Newsletter","退订邮件列表"
"Update","更新"
"Update customer address data","更新用户地址数据"
"Update customer data","更新用户数据"
"Use as My Primary %s Address","设为我的首选%s地址"
"Use as my default shipping address","设为默认送货地址"
"User description","用户说明"
"View","查看"
"View Order","查看订单"
"View Order List","查看订单列表"
"Visible In","可见"
"Visitor","访客"
"Visitors Only","仅限访客"
"Website","网站"
"Welcome Email","欢迎邮件"
"Wishlist","收藏"
"Wishlist - %d item(s)","收藏 - %d件商品"
"Wrong confirmation key.","错误的确认码。"
"Wrong customer account specified.","错误的客户帐户。"
"Wrong email.","错误的电子邮件。"
"Wrong region id by selected country","已选国家的地区编号不正确"
"Wrong transactional account email type.","错误的交易帐户电子邮件类型。"
"XML","XML"
"YYYY","年"
"Year","年"
"You are currently not subscribed to any newsletter.","您没有订阅邮件列表。"
"You are currently not subscribed to our newsletter","您没有订阅我们的邮件列表"
"You are currently subscribed to 'General Subscription'.","您订阅了邮件列表。"
"You are currently subscribed to our newsletter","您订阅了我们的邮件列表。"
"You are currently subscribed to our newsletter.","您订阅了我们的邮件列表。"
"You have been successfully logged out and will be redirected to our homepage in 5 seconds.","您已成功退出，5秒后将自动转到首页。"
"You have no additional address entries in your address book.","您的地址簿中没有其它地址。"
"You have no additional entries in your address book.","您的地址簿中没有其它地址项。"
"You have no default shipping address in your address book.","您的地址簿中没有默认的收货地址。"
"You have no primary entries in your address book.","您的地址簿中没有首选地址。"
"You have not set a primary shipping address.","您没有设置首选送货地址。"
"You have placed no orders yet.","您还没有任何订单。"
"You have placed no products yet.","您还没有订购任何商品。"
"You're now Logged Out","您已退出"
"Your account balance is: %s","您的帐户余额为：%s"
"ZIP","邮编"
"ZIP/Post Code","邮编"
"ZIP/Postal Code","邮编"
"Zip/Postal Code","邮编"
"n/a","空"
"or","或"
"Retrieve customer info","检索客户信息"
"Credit","账户余额"
"There is already an account with this email address. If you are sure that it is your email address, <a href=\"%s\">click here</a> to get your password and access your account.","邮箱地址已存在, 如果您确定这是您的邮箱, [<a href=""%s"">点击这里</a>] 获取密码进入您的帐户."
"There is already an account with this username. If you are sure that it is your username, <a href=\"%s\">click here</a> to get your password and access your account.","用户名已存在, 如果您确定这是您的用户名, [<a href=""%s"">点击这里</a>] 获取密码进入您的帐户."
"There is already an account with this phone. If you are sure that it is your phone, <a href=\"%s\">click here</a> to get your password and access your account.","电话号码已存在, 如果您确定这是您的电话号码, [<a href=""%s"">点击这里</a>] 获取密码进入您的帐户."
"There is already an account with this mobile. If you are sure that it is your mobile, <a href=\"%s\">click here</a> to get your password and access your account.","手机号码已存在, 如果您确定这是您的手机号码, [<a href=""%s"">点击这里</a>] 获取密码进入您的帐户."
"You have not set a default shipping address.","你没有设置默认送货地址。"
"All regions","所有省份"
"All cities","所有城市"
"Customer doesn't have default shipping address","客户没有默认配送地址"
"Please enter name.","请输入名字。"
"Please enter mobile.","请输入手机号码."
"Please enter telephone.","请输入电话号码."
"Please enter street.",""
"Please enter city.",""
"Please enter telephone.","请填写联系人常用的电话，以便于我们联系，如：0755-88005500。"
"Please enter zip/postal code.","请输入邮编/邮政编码。"
"Please enter country.","请选择国家"
"Please enter state/province.",""
"Why register as a member?","为什么要注册成为会员？"
"Register now %s membership, you can feel the checkout process faster, and can store multiple shipping addresses, view order status, etc ...","现在注册%s会员, 即可感受结帐方便迅速，而且可以保存多个送货地址、查看订单状态等..."
"Please enter a password at least %s characters.","请输入不少于%s个字符的密码."
"Two input password does not agree.","两次输入的密码不一致."
"Please input your name.","2-20位字符，可由中文或英文组成"
"Please enter email","请输入常用的邮箱，将用来找回密码、接收订单通知等"
"Please enter password","密码只能由英文、数字及“_”、“-”组成"
"Please enter new password","请输入新密码"
"Please enter confirm password","请再次输入密码"
"Transaction management","交易管理"
"Interactive edition piece","互动版块"
"Personal information","个人信息"
"Live in areas of","所在地区"
"Allow Guest Subscription","允许游客订阅"
"This email will be sent instead of default welcome email, after account confirmation.","帐户确认后将发送此邮件（而非默认欢迎邮件）."
"Show Prefix","显示称谓"
"Prefix Dropdown Options","称谓下拉选项"
"Show Suffix","显示后缀"
"Suffix Dropdown Options","后缀下拉选项"
"Show Date of Birth","显示生日"
"Show Gender","显示性别"
"Customer will stay on the current page if ""No"" is selected.","如果选择""No"",客户将停在当前页."
"Address Templates","地址模板"
"JavaScript Template","JavaScript 模板"
"Share Options","共享选项"
"My Wishlist Link","我的收藏夹链接"
"Display Wishlist Summary","显示收藏夹统计"
"Display number of items in wishlist","显示收藏夹有多少个商品"
"Please enter 7 or more characters. Password should contain both numeric and alphabetic characters.","请输入7个或多个字符.密码应该包含数字和字母字符."
"The account information has been saved.","成功修改帐户信息！""The account has been saved.","该帐号已经保存."
"Send Welcome Email","发送欢迎邮件"
"Enjoy more members rights and interests","享受更多会员权益"
"Account","账号"
"Please enter account","用户名或您的邮箱地址。"
"Phone","手机号"
"Username","用户名"
"Please enter your telephone.","请输入您的电话，以便于接收快递及联系。"
"Please enter your mobile.","请输入您的手机号，以便于接收快递及联系。"
"Please enter your username.","用户名只能由中文、英文开头,且中文、英文、数字及'_','-'结尾的3-20个字符组成"
"This email exists.","该邮箱已被使用，请更换其它邮箱，或使用该邮箱找回密码"
"This username exists.","该用户名已被使用，请使用其它用户名注册。"
"This user username exists.","该用户名已被使用，请使用其它用户名注册。"
"This telephone exists.","该电话号码已存在."
"This user telephone exists.","该电话号码已存在."
"This mobile exists.","该手机号已存在."
"This user mobile exists.","该手机号已存在."
"This customer mobile already exists.","这个客户的手机号已经存在。"
"This customer email already exists.","这个客户的邮箱地址已经存在。"
"This customer username already exists.","这个客户的用户名已经存在。"
"Please enter phone.","请输入您的手机号，以便于接收快递及联系。。"
"Save failed,Lack must data.","保存失败,缺乏必须的数据."
